issue_number	node_id	former_url	source_state	raw_sha256	governed_destination	architecture_coverage	local_status	cutover_action	merged_commit
178	I_kwDOONYVBs8AAAABDHVU2w	https://github.com/pdomain/pdomain-book-tools/issues/178	CLOSED	b708accb0ed91b0842fae24616a73fb48145d9e6981ff04d39cabbfb2fbbb523	This ledger; immutable raw export; commit `71596a9`; merge `bad42d3`; [pipeline architecture](../architecture/reorganize-page-pipeline.md)	Shared caption-region identity is claimed once by the closest figure	Implemented closest-wins region deduplication; no global word-ID claim	Deleted and verified; deletion journal completed-015	6842ec6b11c06c9b987b384b4abf7e9dc4699014
179	I_kwDOONYVBs8AAAABDHVVVg	https://github.com/pdomain/pdomain-book-tools/issues/179	CLOSED	798d7337d2aa0768ad959aa2d0d81a4b4884558783cb07aff7dc7f21f58c72b9	This ledger; immutable raw export; commit `cca69f0`; detector registry tests	Detector kwargs are checked for hashability before cache lookup	Implemented by rejecting unhashable kwargs with a contextual `TypeError`	Deleted and verified; deletion journal completed-015	6842ec6b11c06c9b987b384b4abf7e9dc4699014
180	I_kwDOONYVBs8AAAABDHVV7w	https://github.com/pdomain/pdomain-book-tools/issues/180	CLOSED	f6496290c5aea88da27e9a38d72467a6afd1d2c277db537354dc43c7e98732c5	This ledger; immutable raw export; commit `6d812d8`; [glyph architecture](../architecture/glyph-annotations.md); Pydantic tests	The Word schema passes nullable glyph mappings through `any_schema`; `from_dict()` reconstructs them	Implemented round-trip preservation; no standalone strong glyph-schema claim	Deleted and verified; deletion journal completed-015	6842ec6b11c06c9b987b384b4abf7e9dc4699014
181	I_kwDOONYVBs8AAAABDHVWZA	https://github.com/pdomain/pdomain-book-tools/issues/181	CLOSED	a190cf80e79d8d7f5e8e24427793bf077342b755a48919219871a9491f3a6f86	This ledger; immutable raw export; commit `75408db`; Block schema tests	The Block schema accepts integer-string pairs for unmatched ground-truth words	Implemented for Python tuples and JSON two-item arrays	Deleted and verified; deletion journal completed-016	6842ec6b11c06c9b987b384b4abf7e9dc4699014
182	I_kwDOONYVBs8AAAABDHVW5A	https://github.com/pdomain/pdomain-book-tools/issues/182	CLOSED	9ecfb178a3ba6248ea86bb86ef2aa6cb9ae94d1df79095cdecd3b53c06fa1294	This ledger; immutable raw export; commit `b8a9f6a`; historical Page schema tests	Three provenance fields accepted string-keyed dictionaries while those fields existed	Implemented historically; fields were later removed, so no obsolete contract is promoted	Deleted and verified; deletion journal completed-016	6842ec6b11c06c9b987b384b4abf7e9dc4699014
183	I_kwDOONYVBs8AAAABDHVXWw	https://github.com/pdomain/pdomain-book-tools/issues/183	CLOSED	9232404ee4b68d4fe514777c6555906a466d776c88a2a0d7247756421a2065d9	This ledger; immutable raw export; commit `8368a73`; [page serialization architecture](../architecture/page-serialization.md); scale tests	Document, Page, and Block scaling preserves current metadata while changing geometry	Implemented; removed historical Page fields are not revived	Deleted and verified; deletion journal completed-016	6842ec6b11c06c9b987b384b4abf7e9dc4699014
184	I_kwDOONYVBs8AAAABDHVY5w	https://github.com/pdomain/pdomain-book-tools/issues/184	CLOSED	9c4d83a57aad2f8dc6d3ed836a0e85556206d73abf72ed0aee8c8f44a1320cc9	This ledger; immutable raw export; commit `2797f63`; CuPy canvas tests	GPU canvas allocation now supports grayscale and three-channel input	Implemented with CPU/GPU parity coverage	Deleted and verified; deletion journal completed-016	6842ec6b11c06c9b987b384b4abf7e9dc4699014
185	I_kwDOONYVBs8AAAABDHVZhQ	https://github.com/pdomain/pdomain-book-tools/issues/185	CLOSED	e76662c56899128e480be660396502b94f7cc28046b558f8c80a7eb19f614fef	This ledger; immutable raw export; commit `eb20ab0`; CuPy edge tests	GPU edge convolution now uses constant-zero padding to match CPU behavior	Implemented and regression-tested at the image border	Deleted and verified; deletion journal completed-016	6842ec6b11c06c9b987b384b4abf7e9dc4699014
186	I_kwDOONYVBs8AAAABDHVZ8g	https://github.com/pdomain/pdomain-book-tools/issues/186	CLOSED	1919e65342071c92bacb563c379b5c7f514bf264e7ccd6c1a072aac1f36309be	This ledger; immutable raw export; commit `aed3962`; pytest and Makefile configuration	Default tests exclude slow model downloads; `make test-slow` runs them intentionally	Implemented; no scheduled remote integration-job claim	Deleted and verified; deletion journal completed-016	6842ec6b11c06c9b987b384b4abf7e9dc4699014
187	I_kwDOONYVBs8AAAABDHVbGw	https://github.com/pdomain/pdomain-book-tools/issues/187	CLOSED	781d73068ae32295e7bdefcf283e0acf2af47f19291c338dd02b616fce9fec88	This ledger; immutable raw export; commit `81a0a22`; dependency configuration	The DocTR Git source is pinned to immutable revision `390330ebe4fe25f214d84df89dc0f9b4dcdbf447`	Implemented with an explicit upgrade comment	Deleted and verified; deletion journal completed-016	6842ec6b11c06c9b987b384b4abf7e9dc4699014
188	I_kwDOONYVBs8AAAABDHVbjg	https://github.com/pdomain/pdomain-book-tools/issues/188	CLOSED	0773e73f51ce8ba23daa03b9f6f5f49e032c0f7005c322cd3dfaf2ca55c3f792	This ledger; immutable raw export; commit `cfc6e66`; merge `7a3493d`; coverage documentation tests	The reporter reads `fail_under` from `pyproject.toml`, and README guidance is drift-tested	Implemented; current configuration remains authoritative	Deleted and verified; deletion journal completed-016	6842ec6b11c06c9b987b384b4abf7e9dc4699014
189	I_kwDOONYVBs8AAAABDHVdAg	https://github.com/pdomain/pdomain-book-tools/issues/189	CLOSED	8737079cc58b1035316e4b466d4db3b4ed23331ac577f31b83a50eb33eba1a2f	This ledger; immutable raw export; commit `aed3962`; [quality-gates process](../process/repository-quality-gates.md)	Full GPU-capable coverage includes CuPy modules; CPU-only coverage omits unavailable GPU paths	Implemented as a source-set split with one threshold; no separate GPU CI threshold claim	Deleted and verified; deletion journal completed-016	6842ec6b11c06c9b987b384b4abf7e9dc4699014
190	I_kwDOONYVBs8AAAABDHVddg	https://github.com/pdomain/pdomain-book-tools/issues/190	CLOSED	401ee83d5263e992b7c0529c9ca462c60420dd095bb25abe08389888accd1993	This ledger; immutable raw export; commit `c5ca010`; merge `bad42d3`; [PP-DocLayout trust boundary](../architecture/pp-doclayout-trust-boundary.md)	The built-in source is pinned, custom remote repos require opt-in, and offline loading is supported	Implemented trust acknowledgment; allowlist, size, checksum, custom-source pinning, and local-artifact validation remain external	Deleted and verified; deletion journal completed-016	6842ec6b11c06c9b987b384b4abf7e9dc4699014
191	I_kwDOONYVBs8AAAABDHVd6Q	https://github.com/pdomain/pdomain-book-tools/issues/191	OPEN	359bcac1fcdf7adc0e683b7287a1c73c356e5f36284af0917631bb7bf952d13f	docs/issues/2026-05-22-gh-191-strict-image-validation.md	Active governed issue record; completion not claimed	Active governed record; completion not claimed	Deleted and verified; retained-003	66a71c7ac05589428c98995508e2639e4e95642c
192	I_kwDOONYVBs8AAAABDHVegA	https://github.com/pdomain/pdomain-book-tools/issues/192	CLOSED	d2262ba27fc270fc6a2cf6276d50f4c486aec38e12184863c076f30834aa4b53	This ledger; immutable raw export; commit `bd99ad1`; merge `7a3493d`; CPU and GPU crop tests	Both crop backends reject negative edge values before slicing	Implemented and regression-tested	Deleted and verified; deletion journal completed-017	6842ec6b11c06c9b987b384b4abf7e9dc4699014
193	I_kwDOONYVBs8AAAABDHVe8A	https://github.com/pdomain/pdomain-book-tools/issues/193	CLOSED	db9e989c6af80f7e5deeccadabcbcbed923c54d10c452d07aa36ff1bf999f4c0	This ledger; immutable raw export; commit `0101f31`; merge `7a3493d`; Word and Block tests	Constructors copy incoming mutable metadata dictionaries	Implemented shallow ownership isolation for the two reported dictionaries	Deleted and verified; deletion journal completed-017	6842ec6b11c06c9b987b384b4abf7e9dc4699014
194	I_kwDOONYVBs8AAAABDHVfeQ	https://github.com/pdomain/pdomain-book-tools/issues/194	CLOSED	eb5d533ad760c28440060b04dc37a28c4bc2573331e8154075218373a1219102	This ledger; immutable raw export; commit `59d7fbf`; merge `cb10703`; log-filter tests	The AI log filter reads at most 16 MiB and keeps the tail of larger logs	Implemented with bounded input memory	Deleted and verified; deletion journal completed-017	6842ec6b11c06c9b987b384b4abf7e9dc4699014
195	I_kwDOONYVBs8AAAABDHVhJg	https://github.com/pdomain/pdomain-book-tools/issues/195	CLOSED	96089dac72ca3f76582396f5e9a5fcaee61c6b2b16e11c2b92875600a73099e8	This ledger; immutable raw export; commit `4f14e3e`; merge `cb10703`; Make-variable tests	Developer layout-fork targets validate SHA, repository IDs, and mirror paths before recipes run	Implemented with strict allowlist patterns	Deleted and verified; deletion journal completed-017	6842ec6b11c06c9b987b384b4abf7e9dc4699014
196	I_kwDOONYVBs8AAAABDHViIg	https://github.com/pdomain/pdomain-book-tools/issues/196	CLOSED	565a1e60d4f89e84bb09734059647b7df0691bf858eb7d9a9121ac493af4fa18	This ledger; immutable raw export; commit `81a0a22`; workflow and uv configuration	GitHub Actions and the CI uv version are pinned to immutable versions	Implemented for the release-critical workflow references; no all-dependency exact-pin claim	Deleted and verified; deletion journal completed-017	6842ec6b11c06c9b987b384b4abf7e9dc4699014
197	I_kwDOONYVBs8AAAABDHVirg	https://github.com/pdomain/pdomain-book-tools/issues/197	CLOSED	08c84a29ab650c0aaacd932a732573384754258516c74ad5623039c8815afdff	This ledger; immutable raw export; commit `7b8d4fa`; merge `cb10703`; `CONTRIBUTING.md`	Contributor setup uses `uv sync --group dev` for the dependency group	Implemented documentation correction	Deleted and verified; deletion journal completed-017	6842ec6b11c06c9b987b384b4abf7e9dc4699014
198	I_kwDOONYVBs8AAAABDHVkbQ	https://github.com/pdomain/pdomain-book-tools/issues/198	CLOSED	b721cf8616b5ff2a877f2d80964568d46efd1fcc300dcc5eb48435a7001c0db0	This ledger; immutable raw export; commit `86b6789`; merge `cb10703`; license tests	The vendored SPDX data has an adjacent notice naming source, vendor date, and CC0-1.0	Implemented attribution metadata and package test	Deleted and verified; deletion journal completed-017	6842ec6b11c06c9b987b384b4abf7e9dc4699014
199	I_kwDOONYVBs8AAAABDHdw5A	https://github.com/pdomain/pdomain-book-tools/issues/199	CLOSED	863a8abb140437da390d4ea20aa1417acdc3588f04123dd9f39dd855173c7c3c	This ledger; immutable raw export; commit and tag `2e815f3` / `v0.13.0`; `CHANGELOG.md`	Release `v0.13.0` made the reconciled glyph annotations available by tag	Implemented release and changelog entry	Deleted and verified; deletion journal completed-017	6842ec6b11c06c9b987b384b4abf7e9dc4699014
200	I_kwDOONYVBs8AAAABDH_YXg	https://github.com/pdomain/pdomain-book-tools/issues/200	CLOSED	d6085afb09065b86a29cd2527674d43d249ed506039aee9dc0bfb4a0da18f3c9	This ledger; immutable raw export; commit `2b26ef3`; merge `bad42d3`; [local-dev architecture](../architecture/local-dev-mode.md)	Dependency upgrades detect local-dev state and refuse the clobbering path	Implemented guard, marker alignment, and local upgrade workflow	Deleted and verified; deletion journal completed-017	6842ec6b11c06c9b987b384b4abf7e9dc4699014
201	I_kwDOONYVBs8AAAABDIIypg	https://github.com/pdomain/pdomain-book-tools/issues/201	OPEN	4de1e9ebeac29c5149cea324470d24b1d864a6ac7ce57cb8eaf9142c24817022	docs/issues/2026-05-22-gh-201-advisory-static-scanners.md	Active governed issue record; completion not claimed	Active governed record; completion not claimed	Deleted and verified; retained-003	66a71c7ac05589428c98995508e2639e4e95642c
205	I_kwDOONYVBs8AAAABDJ8V4w	https://github.com/pdomain/pdomain-book-tools/issues/205	CLOSED	0596fc57cd1dea7f86f438aadf19564bfbd9202bcd86f95b8958ed1a2703b922	This ledger; immutable raw export; commit `31137f1`; [DocTR checkpoint architecture](../architecture/checkpoint-loading-trust-boundary.md); loader tests	The finetuned predictor exposes a keyword-only injected loader with a `weights_only=True` default	Implemented the narrow safe-loader request; #165 retains separate unresolved checkpoint hardening	Deleted and verified; deletion journal completed-017	6842ec6b11c06c9b987b384b4abf7e9dc4699014
206	I_kwDOONYVBs8AAAABDL7zGg	https://github.com/pdomain/pdomain-book-tools/issues/206	CLOSED	a928a04c2b3245ee43f5bd49fbb18e48c92f6035b4678e5effcec7497a4cdfd5	This ledger; immutable raw export; investigation commit `401863f`; [durable decision](decisions.md); `pdomain_book_tools/py.typed`	The warnings arise from downstream `Any` payloads and `getattr()` resolver flows, not missing library annotations	Abandoned / not planned locally; downstream resolver narrowing is out of scope	Deleted and verified; deletion journal completed-018	6842ec6b11c06c9b987b384b4abf7e9dc4699014
208	I_kwDOONYVBs8AAAABDPi4UA	https://github.com/pdomain/pdomain-book-tools/issues/208	OPEN	70039bbf70d4e8abf0ac7e2c7536e274030b01a9d1c02479a46238d0e07c83ce	docs/issues/2026-05-24-gh-208-spec-page-order-detection.md	Active governed issue record; completion not claimed	Active governed record; completion not claimed	Deleted and verified; retained-003	66a71c7ac05589428c98995508e2639e4e95642c
209	I_kwDOONYVBs8AAAABDPi4Zw	https://github.com/pdomain/pdomain-book-tools/issues/209	OPEN	b02f1735b12241792a13b2ed800d64fb7dde2bdf5be9ef54371b6763d9fe1892	docs/issues/2026-05-24-gh-209-spec-scannos-module.md	Active governed issue record; completion not claimed	Active governed record; completion not claimed	Deleted and verified; retained-003	66a71c7ac05589428c98995508e2639e4e95642c
210	I_kwDOONYVBs8AAAABDPi4iw	https://github.com/pdomain/pdomain-book-tools/issues/210	OPEN	e03bb0b0d5aa16fdbffef16f0ddbdc2f8997b636afc8c28d7e5a34a5895ddf10	docs/issues/2026-05-24-gh-210-spec-hyphen-ngrams-sqlite.md	Active governed issue record; completion not claimed	Active governed record; completion not claimed	Deleted and verified; retained-003	66a71c7ac05589428c98995508e2639e4e95642c
211	I_kwDOONYVBs8AAAABDPi88w	https://github.com/pdomain/pdomain-book-tools/issues/211	OPEN	d4438e3c827496906457de3592df0e6bfdef493c2a3687a607fd7d66943b9e02	docs/issues/2026-05-24-gh-211-page-order-module-skeleton.md	Active governed issue record; completion not claimed	Active governed record; completion not claimed	Deleted and verified; retained-003	66a71c7ac05589428c98995508e2639e4e95642c
212	I_kwDOONYVBs8AAAABDPi9GQ	https://github.com/pdomain/pdomain-book-tools/issues/212	OPEN	101652e8ec889bce4f7024d5efbd6cd1c1cf3e7ebe836bc5f4030592bcb70339	docs/issues/2026-05-24-gh-212-page-order-filename-signal.md	Active governed issue record; completion not claimed	Active governed record; completion not claimed	Deleted and verified; retained-003	66a71c7ac05589428c98995508e2639e4e95642c
213	I_kwDOONYVBs8AAAABDPi9Ow	https://github.com/pdomain/pdomain-book-tools/issues/213	OPEN	26fd772c15d27c6148907335d1a8e39a928cb55de5523db206ad880ce2a59c25	docs/issues/2026-05-24-gh-213-page-order-ocr-signal.md	Active governed issue record; completion not claimed	Active governed record; completion not claimed	Deleted and verified; retained-003	66a71c7ac05589428c98995508e2639e4e95642c
214	I_kwDOONYVBs8AAAABDPi9ag	https://github.com/pdomain/pdomain-book-tools/issues/214	OPEN	d98924bb484a076bddce5c648c15537167ed4595b7a0373e2909070df980133f	docs/issues/2026-05-24-gh-214-page-order-visual-signal.md	Active governed issue record; completion not claimed	Active governed record; completion not claimed	Deleted and verified; retained-004	66a71c7ac05589428c98995508e2639e4e95642c
215	I_kwDOONYVBs8AAAABDPi9kA	https://github.com/pdomain/pdomain-book-tools/issues/215	OPEN	941141390c66c0a22b07c7dc468c31bec70f6bb767e32579a925ccccd335d31a	docs/issues/2026-05-24-gh-215-page-order-aggregation.md	Active governed issue record; completion not claimed	Active governed record; completion not claimed	Deleted and verified; retained-004	66a71c7ac05589428c98995508e2639e4e95642c
216	I_kwDOONYVBs8AAAABDPjA5A	https://github.com/pdomain/pdomain-book-tools/issues/216	OPEN	3053765037b7caf6eaa47e55d0e63a7bca10322ce6f1c839255acfb4310af9f8	docs/issues/2026-05-24-gh-216-scanno-dataclasses.md	Active governed issue record; completion not claimed	Active governed record; completion not claimed	Deleted and verified; retained-004	66a71c7ac05589428c98995508e2639e4e95642c
217	I_kwDOONYVBs8AAAABDPjBAQ	https://github.com/pdomain/pdomain-book-tools/issues/217	OPEN	6c00eff2fb40c1faaa96d1f1ec2969f0cb451217b3a4f5894a0827137032c3ff	docs/issues/2026-05-24-gh-217-sqlite-rule-library.md	Active governed issue record; completion not claimed	Active governed record; completion not claimed	Deleted and verified; retained-004	66a71c7ac05589428c98995508e2639e4e95642c
218	I_kwDOONYVBs8AAAABDPjBMA	https://github.com/pdomain/pdomain-book-tools/issues/218	OPEN	62b925d19580ce5923a0492d0f4f36b3b1613d42d0ec9a422d22c38f64484246	docs/issues/2026-05-24-gh-218-json-candidate-store.md	Active governed issue record; completion not claimed	Active governed record; completion not claimed	Deleted and verified; retained-004	66a71c7ac05589428c98995508e2639e4e95642c
219	I_kwDOONYVBs8AAAABDPjBXg	https://github.com/pdomain/pdomain-book-tools/issues/219	OPEN	8964bc624705c837474efadcb1c8f185d1709ea738ba11659033d006730c7bd5	docs/issues/2026-05-24-gh-219-scanno-scan-promote-api.md	Active governed issue record; completion not claimed	Active governed record; completion not claimed	Deleted and verified; retained-004	66a71c7ac05589428c98995508e2639e4e95642c
220	I_kwDOONYVBs8AAAABDPjBhw	https://github.com/pdomain/pdomain-book-tools/issues/220	OPEN	7a263b955bfc53abb8451fcf6250e5170112f25f348f7d34c169b5a27a6b4c7f	docs/issues/2026-05-24-gh-220-scanno-promotion-tests.md	Active governed issue record; completion not claimed	Active governed record; completion not claimed	Deleted and verified; retained-004	66a71c7ac05589428c98995508e2639e4e95642c
221	I_kwDOONYVBs8AAAABDPjENQ	https://github.com/pdomain/pdomain-book-tools/issues/221	OPEN	e33f25b36cd712d7421f188bf487b45247355ce491ad42fb166889fbd60678a2	docs/issues/2026-05-24-gh-221-hyphen-ngrams-protocol.md	Active governed issue record; completion not claimed	Active governed record; completion not claimed	Deleted and verified; retained-004	66a71c7ac05589428c98995508e2639e4e95642c
222	I_kwDOONYVBs8AAAABDPjEWQ	https://github.com/pdomain/pdomain-book-tools/issues/222	OPEN	82575ebe87e4d0411c4fef28a5b75b371654defb0e3b3e27a930996d250f03c8	docs/issues/2026-05-24-gh-222-hyphen-ngrams-sqlite-client.md	Active governed issue record; completion not claimed	Active governed record; completion not claimed	Deleted and verified; retained-004	66a71c7ac05589428c98995508e2639e4e95642c
223	I_kwDOONYVBs8AAAABDPjEgQ	https://github.com/pdomain/pdomain-book-tools/issues/223	OPEN	fc141b22706d4395c4c77d84198579b581d193ee408b88c6a4cdb0683c368be9	docs/issues/2026-05-24-gh-223-hyphen-ngrams-json-api-client.md	Active governed issue record; completion not claimed	Active governed record; completion not claimed	Deleted and verified; retained-004	66a71c7ac05589428c98995508e2639e4e95642c
224	I_kwDOONYVBs8AAAABDPjEtg	https://github.com/pdomain/pdomain-book-tools/issues/224	OPEN	48379cc2395523e8f79222932db4790f2aaa9bf7644bb40532c6aaf590577ed5	docs/issues/2026-05-24-gh-224-hyphen-ngrams-download.md	Active governed issue record; completion not claimed	Active governed record; completion not claimed	Deleted and verified; retained-005	66a71c7ac05589428c98995508e2639e4e95642c
225	I_kwDOONYVBs8AAAABDPjE5A	https://github.com/pdomain/pdomain-book-tools/issues/225	OPEN	9524b42a9c110afb2d7c96a88560432da404700faf0385752290fff26c380125	docs/issues/2026-05-24-gh-225-hyphen-ngrams-extraction.md	Active governed issue record; completion not claimed	Active governed record; completion not claimed	Deleted and verified; retained-005	66a71c7ac05589428c98995508e2639e4e95642c
226	I_kwDOONYVBs8AAAABDzfVEw	https://github.com/pdomain/pdomain-book-tools/issues/226	OPEN	a290466b967989d34a67cb18175049427a9a8e183a339e2aecaa48a91b82a264	docs/issues/2026-05-29-gh-226-release-batch-predictor-kwargs.md	Active governed issue record; completion not claimed	Active governed record; completion not claimed	Deleted and verified; retained-005	66a71c7ac05589428c98995508e2639e4e95642c
